epoch,train_loss,val_loss
1,0.297171166310814,0.2690776509617696
2,0.25189238748037157,0.25175511394348943
3,0.2381057827195691,0.2436724345986431
4,0.22877026937931677,0.23067231468166607
5,0.22198108161113567,0.22787748229005533
6,0.21611055999566187,0.22345636509359984
7,0.21171175724478045,0.22142628525659744
8,0.2071432697145364,0.2194373106456623
9,0.20338483876211313,0.2149297778951036
10,0.19979664798238297,0.2178667738899494
